Sample_Number,Date_Collected,Storage_Solution,CollectionSite,Collection_Site_Location_Details,Brood_year,Year_Class,Oyster_Length_,Oyster_Depth,Weight_g,Size_Class,Tissue,,,,,,,
233,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
234,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
235,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
236,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
237,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
238,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
239,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
240,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
241,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
242,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
243,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
244,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
245,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
246,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
247,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
248,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
249,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
250,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
251,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
252,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
253,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
254,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
255,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
256,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
257,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
258,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
259,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
260,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
261,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
262,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
263,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
264,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
265,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
266,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
267,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
268,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
269,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
270,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
271,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
272,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
273,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
274,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
275,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
276,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
277,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
278,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
279,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
280,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
281,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
282,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
283,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
284,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
285,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
286,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
287,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
288,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
289,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
290,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,2 cm,0.8 cm,2 g,1,Mantle,,,,,,,
291,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
292,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
293,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
294,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,2,Mantle,,,,,,,
295,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,#N/A,Mantle,,,,,,,
296,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,#N/A,Mantle,,,,,,,
297,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,#N/A,Mantle,,,,,,,
298,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,#N/A,Mantle,,,,,,,
299,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,#N/A,Mantle,,,,,,,
300,2017-02-17,95% Ethanol,BaynesSound,Baynes Sound Oyster Farm,2014/2015,2 years,4.5 cm,2 cm,8-10 g,#N/A,Mantle,,,,,,,
301,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
302,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
303,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
304,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
305,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
306,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
307,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
308,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
309,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
310,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
311,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
312,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
313,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
314,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
315,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
316,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
317,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
318,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
319,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
320,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
321,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
322,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
323,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
324,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
325,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
326,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
327,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
328,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
329,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
330,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,10-13 cm,3-4 cm,80-110 g,6,Mantle,,,,,,,
331,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,4 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
332,N/A,95% Ethanol,N/A,Moved from Pipestem to Bamfield Inlet Farm (temporary),N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
333,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
334,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
335,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
336,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
337,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
338,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
339,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
340,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
341,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
342,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
343,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
344,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
345,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
346,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
347,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
348,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
349,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
350,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
351,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
352,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
353,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
354,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
355,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
356,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
357,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
358,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
359,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
360,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,4-6 cm,1 cm,15-35 g,3,Mantle,,,,,,,
361,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2015,2 years,3 cm,.5 cm,6 g,2,Mantle,,,,,,,
362,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
363,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2014,3 years,6-9 cm,2 cm,40-75 g,4,Mantle,,,,,,,
364,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,Mantle,,,,,,,
365,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,Mantle,,,,,,,
366,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,Mantle,,,,,,,
367,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
368,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
369,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
370,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
371,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
372,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
373,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
374,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
375,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
376,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
377,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
378,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
379,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
380,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
381,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
382,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
383,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
384,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),~2013/14,3-4 years,6-13 cm,2-4 cm,40-110 g,6,Mantle,,,,,,,
385,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
386,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
387,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
388,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
389,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
390,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
391,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
392,2017-02-18,95% Ethanol,Pipestem,Moved from Pipestem to Bamfield Inlet Farm (temporary),2016,1 year,1-3 cm,<0.5,.5-2 g,2,,,,,,,,
